dispositivo_id,usuario_id,tipo_dispositivo,sistema_operativo,version_app,fecha_registro_dispositivo
D00492,U00293,Consola,Xbox,7.1,2025-09-05
D00493,U00294,Computador,macOS,7.2,2025-10-30
D00494,U00295,Smart TV,webOS,7.2,2024-01-26
D00495,U00295,Tablet,iPadOS,7.2,2025-10-17
D00496,U00296,Computador,Linux,7.2,2025-11-25
D00497,U00296,Smart TV,webOS,6.9,2025-09-21
D00498,U00297,Smart TV,webOS,7.0,2025-11-20
D00499,U00297,Computador,Windows,7.2,2025-10-30
D00500,U00298,Computador,Windows,7.2,2025-11-01
D00501,U00298,Móvil,Android,7.2,2025-11-14
D00502,U00298,Smart TV,Tizen,7.0,2025-11-24
D00503,U00299,Computador,Linux,7.1,2025-11-10
D00504,U00300,Smart TV,Tizen,7.2,2025-10-16
D00505,U00301,Móvil,iOS,7.1,2025-09-15
D00506,U00301,Computador,Windows,7.1,2025-04-23
D00507,U00301,Consola,Xbox,6.8,2025-11-21
D00508,U00302,Móvil,Android,7.1,2025-07-24
D00509,U00302,Smart TV,webOS,7.2,2025-10-06
D00510,U00303,Móvil,Android,7.2,2025-10-25
D00511,U00303,Smart TV,Tizen,7.2,2025-06-21
D00512,U00304,Smart TV,webOS,7.1,2025-10-30
D00513,U00304,Computador,Windows,7.1,2025-10-19
D00514,U00304,Móvil,Android,7.1,2025-11-29
D00515,U00305,Computador,macOS,6.9,2025-01-17
D00516,U00305,Smart TV,webOS,7.2,2025-11-30
D00517,U00306,Móvil,iOS,7.1,2023-12-06
D00518,U00306,Tablet,iPadOS,7.0,2025-06-20
D00519,U00306,Computador,Linux,6.8,2025-03-22
D00520,U00307,Computador,Windows,7.0,2025-09-07
D00521,U00307,Móvil,Android,7.2,2025-11-09
D00522,U00308,Smart TV,Tizen,7.0,2024-04-21
D00523,U00308,Móvil,iOS,7.2,2025-07-19
D00524,U00309,Tablet,iPadOS,7.2,2025-11-11
D00525,U00309,Computador,Windows,7.2,2024-12-24
D00526,U00310,Smart TV,Android TV,7.1,2024-06-24
D00527,U00310,Computador,Windows,7.0,2024-09-02
D00528,U00311,Móvil,Android,7.2,2025-04-16
D00529,U00311,Computador,Linux,7.0,2025-08-08
D00530,U00311,Tablet,Android,7.2,2024-02-12
D00531,U00312,Smart TV,webOS,7.2,2024-11-11
D00532,U00312,Móvil,iOS,7.2,2025-09-26
D00533,U00313,Computador,Windows,7.2,2025-10-21
D00534,U00314,Computador,Windows,7.1,2025-01-14
D00535,U00315,Smart TV,Tizen,7.2,2025-11-26
D00536,U00315,Tablet,iPadOS,7.1,2025-10-28
D00537,U00316,Móvil,Android,7.2,2024-10-23
D00538,U00317,Móvil,iOS,7.2,2025-11-19
D00539,U00317,Smart TV,Android TV,7.1,2025-06-25
D00540,U00318,Smart TV,Android TV,6.9,2024-08-07
D00541,U00319,Tablet,iPadOS,7.2,2025-02-27
D00542,U00319,Smart TV,Tizen,7.2,2024-12-16
D00543,U00320,Smart TV,Tizen,6.8,2025-04-04
D00544,U00320,Consola,PlayStation,7.1,2025-09-27
D00545,U00321,Smart TV,Android TV,7.1,2024-04-01
D00546,U00322,Móvil,iOS,7.0,2024-08-06
D00547,U00322,Computador,Linux,7.0,2024-03-04
D00548,U00323,Tablet,Android,7.2,2025-06-25
D00549,U00324,Smart TV,Roku OS,7.0,2025-09-14
D00550,U00325,Computador,Windows,7.0,2024-09-03
D00551,U00325,Smart TV,Roku OS,7.2,2025-01-30
D00552,U00325,Móvil,Android,7.1,2024-09-16
D00553,U00326,Computador,macOS,7.2,2024-09-11
D00554,U00326,Smart TV,Roku OS,7.2,2025-03-19
D00555,U00327,Computador,macOS,7.2,2025-06-27
D00556,U00327,Móvil,Android,6.9,2025-03-03
D00557,U00327,Smart TV,Roku OS,7.1,2025-09-16
D00558,U00328,Tablet,Android,6.9,2025-10-25
D00559,U00328,Móvil,Android,7.1,2025-09-17
D00560,U00329,Computador,Linux,7.1,2024-07-29
D00561,U00329,Smart TV,Roku OS,7.0,2025-08-12
D00562,U00330,Smart TV,Android TV,7.2,2024-02-26
D00563,U00330,Computador,macOS,7.1,2025-01-26
D00564,U00331,Smart TV,Roku OS,7.0,2023-07-07
D00565,U00331,Móvil,Android,7.1,2023-12-04
D00566,U00332,Computador,macOS,7.1,2025-07-19
D00567,U00333,Tablet,Android,7.2,2025-09-22
D00568,U00334,Móvil,Android,7.1,2024-09-21
D00569,U00334,Computador,Linux,7.1,2025-08-12
D00570,U00335,Smart TV,Android TV,6.8,2025-10-28
D00571,U00336,Computador,Linux,7.1,2025-06-23
D00572,U00337,Móvil,Android,7.1,2025-11-15
D00573,U00338,Tablet,Android,6.8,2025-10-22
D00574,U00339,Smart TV,Roku OS,7.2,2024-10-17
D00575,U00340,Smart TV,Tizen,7.1,2024-01-28
D00576,U00341,Smart TV,Android TV,7.2,2025-11-19
D00577,U00342,Móvil,iOS,7.1,2025-11-27
D00578,U00342,Smart TV,Tizen,7.0,2025-11-16
D00579,U00343,Computador,macOS,6.8,2025-07-28
D00580,U00344,Computador,macOS,6.8,2023-12-25
D00581,U00345,Móvil,iOS,7.1,2024-06-26
D00582,U00346,Smart TV,Tizen,7.0,2025-01-02
D00583,U00347,Smart TV,Tizen,7.1,2024-12-06
D00584,U00347,Computador,macOS,7.1,2025-10-18
D00585,U00348,Móvil,iOS,6.9,2025-08-14
D00586,U00349,Móvil,iOS,7.2,2025-10-18
D00587,U00350,Computador,macOS,7.1,2024-12-02
D00588,U00351,Móvil,iOS,7.2,2024-11-20
D00589,U00351,Computador,macOS,7.2,2025-01-20
D00590,U00351,Tablet,iPadOS,7.1,2025-01-24
D00591,U00352,Computador,macOS,7.1,2025-09-10
D00592,U00353,Computador,macOS,6.9,2025-01-08
D00593,U00354,Smart TV,Tizen,7.2,2025-09-15
D00594,U00354,Móvil,iOS,7.2,2025-06-21
D00595,U00355,Smart TV,webOS,7.2,2025-10-25
D00596,U00355,Consola,Xbox,7.2,2025-10-04
D00597,U00356,Smart TV,Android TV,7.2,2025-03-18
D00598,U00357,Smart TV,Tizen,7.1,2025-08-16
D00599,U00358,Móvil,Android,6.8,2025-01-04
D00600,U00359,Computador,Windows,6.8,2024-02-18
D00601,U00359,Tablet,Android,6.8,2024-04-10
D00602,U00360,Móvil,Android,7.0,2025-11-19
D00603,U00360,Computador,Windows,6.9,2025-09-29
D00604,U00361,Smart TV,webOS,7.2,2025-08-01
D00605,U00362,Móvil,Android,7.2,2025-11-01
D00606,U00363,Smart TV,Android TV,7.2,2024-09-27
D00607,U00364,Móvil,Android,7.0,2024-12-29
D00608,U00364,Computador,macOS,7.1,2025-09-16
D00609,U00365,Smart TV,webOS,7.2,2024-10-16
D00610,U00365,Tablet,iPadOS,7.0,2025-07-17
D00611,U00366,Tablet,iPadOS,7.1,2025-04-16
D00612,U00367,Móvil,Android,7.1,2024-12-27
D00613,U00367,Computador,macOS,7.2,2025-04-09
D00614,U00368,Computador,macOS,7.1,2025-07-07
D00615,U00369,Computador,macOS,6.9,2025-07-27
D00616,U00369,Smart TV,Tizen,7.1,2024-05-11
D00617,U00370,Computador,macOS,7.2,2023-10-13
D00618,U00370,Tablet,Android,7.1,2025-09-15
D00619,U00371,Computador,Linux,6.8,2024-08-08
D00620,U00371,Tablet,iPadOS,7.2,2025-09-05
D00621,U00372,Computador,macOS,7.0,2025-06-13
D00622,U00372,Móvil,Android,7.0,2025-02-09
D00623,U00373,Smart TV,Tizen,6.8,2023-11-10
D00624,U00373,Móvil,Android,7.2,2024-03-28
D00625,U00374,Móvil,iOS,7.2,2025-09-22
D00626,U00374,Consola,PlayStation,7.2,2025-03-22
D00627,U00375,Móvil,iOS,6.9,2025-01-05
D00628,U00375,Consola,Xbox,7.0,2024-07-06
D00629,U00376,Smart TV,Tizen,7.2,2024-04-23
D00630,U00377,Smart TV,webOS,7.1,2025-08-15
D00631,U00378,Móvil,iOS,7.1,2025-11-14
D00632,U00379,Móvil,iOS,7.2,2025-06-30
D00633,U00379,Computador,macOS,7.0,2025-08-09
D00634,U00380,Computador,Windows,7.0,2025-04-30
D00635,U00381,Móvil,Android,7.2,2025-10-26
D00636,U00382,Smart TV,Roku OS,7.1,2025-07-18
D00637,U00382,Computador,Windows,6.8,2025-10-28
D00638,U00383,Smart TV,Roku OS,7.2,2025-05-24
D00639,U00383,Computador,Windows,7.2,2024-10-16
D00640,U00384,Tablet,iPadOS,7.1,2025-10-28
D00641,U00385,Computador,Windows,7.0,2024-11-01
D00642,U00386,Smart TV,Roku OS,7.1,2025-10-22
D00643,U00387,Móvil,Android,6.9,2024-07-17
D00644,U00388,Móvil,iOS,7.1,2024-11-15
D00645,U00389,Computador,Windows,7.2,2025-02-22
D00646,U00390,Tablet,iPadOS,7.0,2024-12-08
D00647,U00390,Computador,Linux,6.8,2023-08-04
D00648,U00391,Computador,Linux,7.2,2025-01-09
D00649,U00392,Tablet,Android,7.2,2024-07-30
D00650,U00393,Computador,Linux,7.1,2024-09-15
D00651,U00393,Móvil,iOS,7.1,2025-01-03
D00652,U00394,Consola,PlayStation,7.1,2024-05-03
D00653,U00395,Computador,Linux,6.8,2025-11-15
D00654,U00396,Consola,PlayStation,7.1,2025-11-05
D00655,U00397,Tablet,Android,6.9,2025-07-21
D00656,U00398,Computador,Windows,7.1,2024-10-16
D00657,U00398,Smart TV,Roku OS,7.1,2025-06-21
D00658,U00399,Móvil,Android,7.1,2025-07-02
D00659,U00399,Smart TV,Android TV,7.2,2025-09-16
D00660,U00399,Tablet,iPadOS,7.2,2025-05-25
D00661,U00400,Smart TV,Tizen,7.1,2024-01-05
D00662,U00401,Smart TV,webOS,7.2,2024-06-12
D00663,U00401,Móvil,Android,6.9,2024-09-11
D00664,U00401,Smart TV,webOS,7.2,2024-10-15
D00665,U00402,Smart TV,Tizen,6.9,2025-10-29
D00666,U00403,Móvil,iOS,7.0,2025-10-04
D00667,U00403,Computador,Windows,7.2,2025-03-11
D00668,U00403,Tablet,iPadOS,7.0,2025-06-04
D00669,U00404,Computador,Linux,7.1,2024-07-01
D00670,U00404,Smart TV,webOS,7.2,2024-04-15
D00671,U00404,Móvil,Android,7.2,2023-08-31
D00672,U00405,Móvil,iOS,6.9,2023-12-20
D00673,U00406,Móvil,iOS,7.1,2025-05-30
D00674,U00407,Móvil,Android,6.9,2023-08-30
D00675,U00407,Smart TV,Tizen,7.2,2024-05-25
D00676,U00408,Computador,Linux,7.2,2024-10-27
D00677,U00408,Smart TV,Android TV,7.1,2024-09-15
D00678,U00408,Móvil,Android,7.1,2024-02-05
D00679,U00409,Tablet,iPadOS,7.0,2025-01-09
D00680,U00410,Smart TV,Android TV,7.2,2023-07-05
D00681,U00411,Móvil,iOS,6.9,2025-04-30
D00682,U00412,Computador,Windows,7.0,2025-10-09
D00683,U00412,Tablet,iPadOS,6.9,2025-08-30
D00684,U00413,Smart TV,Tizen,7.1,2025-07-10
D00685,U00413,Computador,Windows,7.2,2024-09-09
D00686,U00413,Móvil,iOS,7.0,2025-03-20
D00687,U00414,Smart TV,Android TV,7.1,2025-05-07
D00688,U00414,Computador,Windows,7.0,2024-11-22
D00689,U00415,Móvil,iOS,7.1,2024-11-14
D00690,U00416,Tablet,iPadOS,7.0,2025-10-06
D00691,U00416,Smart TV,webOS,7.0,2025-11-13
D00692,U00416,Computador,Windows,7.2,2025-11-02
D00693,U00417,Smart TV,Android TV,7.1,2025-03-07
D00694,U00418,Smart TV,Tizen,7.1,2025-10-15
D00695,U00419,Móvil,iOS,7.2,2024-04-30
D00696,U00419,Tablet,iPadOS,6.9,2025-04-28
D00697,U00420,Smart TV,Tizen,7.0,2025-11-29
D00698,U00421,Computador,Windows,7.1,2024-04-21
D00699,U00421,Smart TV,Roku OS,7.0,2024-08-12
D00700,U00422,Smart TV,webOS,7.0,2024-12-08
D00701,U00422,Móvil,Android,7.2,2024-12-04
D00702,U00423,Smart TV,Android TV,7.2,2024-12-26
D00703,U00423,Tablet,Android,7.2,2024-02-02
D00704,U00424,Móvil,Android,7.1,2025-09-17
D00705,U00425,Computador,Windows,7.0,2025-09-20
D00706,U00426,Smart TV,webOS,7.1,2025-09-15
D00707,U00426,Tablet,Android,6.9,2025-09-28
D00708,U00427,Móvil,iOS,7.2,2025-04-16
D00709,U00428,Móvil,iOS,7.2,2025-09-20
D00710,U00428,Tablet,Android,7.2,2024-07-30
D00711,U00429,Móvil,Android,7.2,2023-11-21
D00712,U00429,Smart TV,webOS,7.0,2024-10-09
D00713,U00430,Móvil,iOS,7.0,2025-11-15
D00714,U00431,Smart TV,Roku OS,7.0,2024-04-29
D00715,U00431,Móvil,iOS,7.1,2025-06-10
D00716,U00432,Móvil,Android,7.2,2024-04-21
D00717,U00433,Smart TV,Roku OS,7.2,2025-07-10
D00718,U00433,Móvil,iOS,6.9,2025-10-18
D00719,U00434,Computador,Linux,6.9,2025-11-04
D00720,U00435,Móvil,iOS,7.2,2023-03-03
D00721,U00435,Smart TV,Tizen,7.1,2023-02-27
D00722,U00436,Móvil,Android,7.2,2025-11-23
D00723,U00437,Móvil,Android,7.2,2024-09-19
D00724,U00438,Computador,macOS,7.0,2023-11-06
D00725,U00438,Smart TV,Roku OS,6.8,2025-05-05
D00726,U00439,Móvil,iOS,7.2,2025-10-19
D00727,U00439,Computador,Windows,6.9,2025-10-06
D00728,U00439,Consola,Xbox,7.0,2025-08-10
D00729,U00440,Móvil,Android,7.2,2024-12-24
D00730,U00440,Tablet,Android,6.9,2024-09-09
D00731,U00441,Computador,macOS,7.1,2025-08-18
D00732,U00442,Smart TV,Roku OS,7.1,2025-04-23
D00733,U00443,Computador,macOS,7.1,2025-10-02
D00734,U00444,Computador,macOS,6.8,2025-11-19
D00735,U00445,Consola,Xbox,6.9,2025-04-19
D00736,U00445,Smart TV,Roku OS,7.1,2025-07-24
D00737,U00446,Consola,PlayStation,7.2,2025-05-01
D00738,U00447,Móvil,Android,7.2,2025-11-16
D00739,U00447,Computador,Windows,7.2,2025-09-04
D00740,U00448,Consola,PlayStation,7.2,2025-08-13
D00741,U00448,Móvil,Android,6.9,2024-12-13
D00742,U00449,Smart TV,Android TV,7.0,2025-11-11
D00743,U00449,Móvil,iOS,7.0,2025-05-30
D00744,U00450,Móvil,iOS,7.0,2025-05-11
D00745,U00451,Smart TV,Android TV,7.0,2023-09-12
D00746,U00452,Smart TV,Tizen,7.0,2025-04-03
D00747,U00453,Computador,Linux,7.1,2024-01-10
D00748,U00453,Smart TV,Roku OS,7.2,2025-08-08
D00749,U00453,Móvil,Android,7.1,2024-11-02
D00750,U00454,Móvil,Android,7.2,2025-10-14
D00751,U00455,Móvil,Android,7.2,2024-07-31
D00752,U00455,Smart TV,Tizen,6.8,2024-07-24
D00753,U00456,Móvil,Android,7.0,2025-01-14
D00754,U00457,Móvil,iOS,7.2,2025-11-25
D00755,U00458,Computador,macOS,7.2,2024-05-09
D00756,U00458,Consola,Xbox,7.2,2025-07-26
D00757,U00459,Smart TV,webOS,6.8,2025-11-07
D00758,U00459,Tablet,iPadOS,7.2,2025-08-04
D00759,U00459,Consola,Xbox,7.1,2025-08-27
D00760,U00460,Computador,Windows,7.0,2025-10-26
D00761,U00460,Smart TV,Roku OS,7.1,2025-07-21
D00762,U00461,Móvil,Android,7.2,2024-10-05
D00763,U00461,Smart TV,Android TV,7.1,2025-10-28
D00764,U00462,Smart TV,webOS,7.1,2025-04-30
D00765,U00463,Smart TV,webOS,7.2,2024-09-21
D00766,U00464,Computador,Linux,6.8,2025-09-02
D00767,U00464,Tablet,Android,7.0,2025-05-24
D00768,U00465,Móvil,iOS,7.1,2025-02-08
D00769,U00466,Smart TV,Android TV,6.9,2025-04-23
D00770,U00466,Móvil,Android,7.1,2025-08-24
D00771,U00467,Móvil,Android,6.9,2025-05-26
D00772,U00468,Móvil,iOS,7.0,2024-12-08
D00773,U00469,Smart TV,Android TV,6.8,2024-10-27
D00774,U00469,Móvil,iOS,7.0,2024-09-28
D00775,U00470,Móvil,Android,7.0,2025-10-21
D00776,U00470,Smart TV,Tizen,6.9,2025-11-16
D00777,U00470,Tablet,iPadOS,7.0,2025-10-11
D00778,U00471,Computador,macOS,7.1,2024-01-25
D00779,U00471,Smart TV,Tizen,7.2,2025-02-15
D00780,U00472,Computador,Linux,7.2,2024-07-26
D00781,U00473,Smart TV,Roku OS,7.0,2025-11-08
D00782,U00473,Móvil,iOS,7.1,2025-11-19
D00783,U00474,Computador,Windows,6.9,2025-09-29
D00784,U00475,Consola,Xbox,7.2,2025-04-09
D00785,U00475,Tablet,Android,6.8,2025-04-17
D00786,U00475,Computador,Linux,6.8,2025-08-18
D00787,U00476,Móvil,iOS,7.2,2025-06-13
D00788,U00476,Tablet,Android,6.9,2025-04-01
D00789,U00477,Smart TV,Roku OS,7.2,2024-09-25
D00790,U00477,Tablet,iPadOS,6.9,2025-07-18
D00791,U00478,Computador,Linux,6.9,2025-02-19
D00792,U00479,Computador,macOS,7.0,2024-07-15
D00793,U00479,Smart TV,webOS,7.2,2023-11-06
D00794,U00480,Computador,macOS,7.1,2025-09-05
D00795,U00480,Smart TV,Tizen,6.8,2024-11-09
D00796,U00481,Móvil,Android,7.0,2025-04-20
D00797,U00482,Smart TV,Tizen,7.0,2025-03-27
D00798,U00482,Computador,Windows,7.1,2024-12-13
D00799,U00483,Tablet,iPadOS,7.2,2025-06-29
D00800,U00484,Smart TV,Android TV,7.2,2024-03-22
D00801,U00485,Móvil,Android,7.2,2025-10-21
D00802,U00485,Computador,macOS,6.9,2025-09-20
D00803,U00485,Smart TV,Roku OS,7.1,2025-11-26
D00804,U00486,Smart TV,webOS,7.2,2025-05-11
D00805,U00486,Computador,Linux,7.0,2025-10-08
D00806,U00486,Smart TV,webOS,7.1,2025-03-25
D00807,U00487,Móvil,iOS,7.2,2025-02-26
D00808,U00487,Consola,PlayStation,7.2,2025-02-01
D00809,U00488,Tablet,iPadOS,7.2,2025-04-04
D00810,U00488,Computador,Linux,6.8,2025-09-08
D00811,U00489,Smart TV,webOS,7.2,2025-02-17
D00812,U00489,Computador,macOS,7.1,2024-09-16
D00813,U00490,Smart TV,Android TV,7.0,2025-09-21
D00814,U00490,Computador,Linux,7.2,2025-09-25
D00815,U00490,Móvil,Android,7.2,2024-07-25
D00816,U00491,Smart TV,webOS,7.0,2025-01-15
D00817,U00491,Móvil,Android,7.2,2024-02-17
D00818,U00492,Tablet,Android,7.2,2025-06-11
D00819,U00493,Móvil,Android,7.2,2025-04-17
D00820,U00493,Smart TV,Android TV,6.9,2025-01-08
D00821,U00493,Computador,Linux,7.1,2025-01-29
D00822,U00494,Smart TV,webOS,7.0,2025-10-28
D00823,U00494,Tablet,Android,6.9,2024-08-20
D00824,U00495,Smart TV,Roku OS,7.1,2025-03-31
D00825,U00496,Móvil,iOS,7.1,2024-12-15
D00826,U00496,Computador,Linux,7.2,2024-09-01
D00827,U00497,Computador,macOS,7.2,2025-11-27
D00828,U00498,Tablet,Android,7.1,2025-11-19
D00829,U00498,Móvil,Android,6.9,2025-08-29
D00830,U00499,Smart TV,Roku OS,6.9,2025-09-18
D00831,U00500,Tablet,iPadOS,7.1,2025-03-09
D00832,U00501,Smart TV,Android TV,7.2,2024-03-13
D00833,U00502,Móvil,iOS,6.9,2025-11-13
D00834,U00502,Computador,macOS,7.1,2025-11-06
D00835,U00503,Móvil,iOS,7.0,2025-04-12
D00836,U00504,Móvil,Android,7.2,2025-07-12
D00837,U00504,Computador,macOS,7.2,2025-02-25
D00838,U00505,Computador,Windows,7.2,2025-01-17
D00839,U00505,Smart TV,Roku OS,7.2,2024-11-23
D00840,U00506,Smart TV,Roku OS,7.1,2025-10-28
D00841,U00507,Móvil,Android,6.9,2025-10-03
D00842,U00507,Tablet,Android,7.1,2025-08-15
D00843,U00508,Móvil,Android,7.2,2025-01-22
D00844,U00508,Computador,Windows,7.1,2025-05-30
D00845,U00509,Móvil,iOS,7.0,2024-11-14
D00846,U00509,Smart TV,Roku OS,7.2,2025-04-12
D00847,U00510,Tablet,iPadOS,7.1,2025-06-25
D00848,U00511,Smart TV,Android TV,7.0,2025-06-29
D00849,U00512,Tablet,Android,7.1,2025-10-19
D00850,U00513,Smart TV,Roku OS,7.1,2025-01-30
D00851,U00514,Smart TV,Tizen,7.1,2025-10-23
D00852,U00515,Móvil,iOS,7.1,2025-10-05
D00853,U00515,Computador,Linux,7.1,2025-06-25
D00854,U00516,Computador,macOS,7.2,2023-11-21
D00855,U00516,Móvil,Android,7.0,2025-09-13
D00856,U00517,Computador,Linux,7.2,2025-09-24
D00857,U00518,Smart TV,webOS,6.9,2025-11-30
D00858,U00519,Smart TV,Android TV,7.2,2025-06-18
D00859,U00520,Móvil,Android,7.1,2025-11-12
D00860,U00520,Computador,Linux,7.1,2025-07-05
D00861,U00520,Consola,PlayStation,6.9,2025-09-21
D00862,U00521,Computador,Linux,7.1,2024-10-20
D00863,U00522,Smart TV,Roku OS,7.1,2024-11-14
D00864,U00522,Computador,Windows,7.2,2024-06-08
D00865,U00523,Consola,PlayStation,7.1,2025-09-25
D00866,U00523,Computador,Windows,7.2,2024-05-05
D00867,U00523,Smart TV,Tizen,6.9,2025-01-03
D00868,U00524,Computador,macOS,7.2,2023-08-24
D00869,U00525,Tablet,iPadOS,7.1,2025-07-10
D00870,U00525,Computador,Windows,7.1,2025-11-02
D00871,U00525,Móvil,Android,7.2,2025-09-22
D00872,U00526,Smart TV,Tizen,7.2,2025-09-28
D00873,U00526,Tablet,iPadOS,7.0,2024-12-22
D00874,U00526,Móvil,Android,7.0,2024-09-06
D00875,U00527,Móvil,iOS,7.1,2025-03-05
D00876,U00528,Smart TV,Android TV,7.0,2025-06-22
D00877,U00528,Tablet,iPadOS,7.2,2025-08-08
D00878,U00529,Móvil,iOS,6.8,2024-10-17
D00879,U00529,Computador,Windows,7.2,2024-06-30
D00880,U00529,Tablet,Android,7.2,2024-09-04
D00881,U00530,Smart TV,Tizen,7.2,2024-08-30
D00882,U00531,Tablet,iPadOS,7.2,2024-05-26
D00883,U00531,Smart TV,Android TV,7.0,2023-05-04
D00884,U00532,Tablet,iPadOS,7.1,2025-11-18
D00885,U00532,Computador,Linux,7.2,2025-10-07
D00886,U00533,Computador,macOS,6.8,2025-05-11
D00887,U00534,Móvil,Android,7.2,2024-11-25
D00888,U00535,Smart TV,Tizen,7.1,2024-06-12
D00889,U00535,Computador,Windows,7.0,2025-09-19
D00890,U00536,Computador,macOS,6.9,2024-04-17
D00891,U00536,Smart TV,webOS,7.1,2024-10-11
D00892,U00537,Móvil,Android,7.1,2025-11-21
D00893,U00537,Computador,macOS,7.2,2024-12-12
D00894,U00537,Consola,Xbox,7.2,2025-05-12
D00895,U00538,Móvil,iOS,7.2,2025-09-10
D00896,U00539,Móvil,iOS,7.2,2025-10-03
D00897,U00539,Tablet,iPadOS,7.2,2025-06-12
D00898,U00540,Tablet,Android,7.1,2024-01-11
D00899,U00541,Móvil,Android,7.2,2023-10-25
D00900,U00542,Computador,macOS,7.0,2025-09-18
D00901,U00542,Smart TV,Tizen,7.2,2025-10-21
D00902,U00543,Smart TV,Android TV,7.2,2025-02-08
D00903,U00543,Móvil,Android,7.0,2024-12-28
D00904,U00544,Tablet,iPadOS,7.2,2024-11-08
D00905,U00545,Móvil,Android,7.0,2025-11-22
D00906,U00545,Smart TV,Tizen,7.0,2025-08-27
D00907,U00546,Computador,Windows,7.2,2024-11-18
D00908,U00546,Móvil,iOS,7.2,2025-03-12
D00909,U00547,Móvil,iOS,7.1,2024-06-26
D00910,U00548,Computador,macOS,7.2,2025-02-27
D00911,U00548,Smart TV,Tizen,6.9,2025-08-21
D00912,U00548,Móvil,Android,7.0,2025-02-23
D00913,U00549,Smart TV,Roku OS,7.0,2025-10-01
D00914,U00550,Smart TV,webOS,7.2,2025-03-25
D00915,U00550,Computador,Linux,7.2,2024-01-22
D00916,U00550,Móvil,Android,7.2,2024-12-17
D00917,U00551,Smart TV,Roku OS,7.0,2024-10-30
D00918,U00551,Móvil,iOS,7.2,2025-10-28
D00919,U00552,Computador,Linux,7.1,2025-11-18
D00920,U00553,Tablet,iPadOS,6.9,2024-04-14
D00921,U00553,Computador,Linux,6.8,2023-07-28
D00922,U00553,Smart TV,Roku OS,7.2,2023-07-18
D00923,U00554,Móvil,Android,7.1,2024-10-26
D00924,U00554,Tablet,Android,7.2,2025-07-23
D00925,U00555,Móvil,Android,7.1,2024-12-29
D00926,U00556,Tablet,Android,7.0,2025-11-19
D00927,U00556,Móvil,iOS,7.0,2025-10-07
D00928,U00556,Smart TV,webOS,7.0,2025-11-09
D00929,U00557,Smart TV,Roku OS,6.9,2025-10-27
D00930,U00558,Tablet,Android,7.1,2025-01-24
D00931,U00559,Smart TV,Roku OS,7.2,2025-01-06
D00932,U00559,Tablet,Android,7.2,2023-05-19
D00933,U00560,Móvil,iOS,7.1,2024-10-02
D00934,U00561,Computador,Linux,7.1,2025-10-17
D00935,U00561,Móvil,iOS,7.2,2025-10-18
D00936,U00562,Smart TV,webOS,7.1,2025-06-23
D00937,U00562,Móvil,Android,7.0,2025-06-06
D00938,U00563,Smart TV,Tizen,7.2,2024-04-02
D00939,U00563,Computador,Linux,7.2,2025-06-17
D00940,U00564,Computador,Windows,7.2,2025-04-29
D00941,U00565,Tablet,Android,6.8,2025-01-09
D00942,U00566,Smart TV,webOS,7.2,2024-09-08
D00943,U00566,Móvil,Android,7.1,2024-02-18
D00944,U00567,Computador,Linux,7.2,2024-09-16
D00945,U00568,Móvil,iOS,7.2,2024-11-27
D00946,U00569,Computador,Linux,7.0,2024-02-04
D00947,U00570,Móvil,Android,7.2,2025-09-09
D00948,U00571,Móvil,Android,6.8,2023-12-11
D00949,U00571,Computador,Linux,7.2,2023-12-15
D00950,U00572,Computador,Windows,7.0,2025-03-31
D00951,U00573,Smart TV,webOS,7.1,2025-05-06
D00952,U00574,Móvil,iOS,7.1,2025-11-28
D00953,U00575,Smart TV,Roku OS,7.0,2025-03-01
D00954,U00576,Tablet,Android,7.1,2025-05-30
D00955,U00576,Smart TV,Android TV,7.2,2024-10-13
D00956,U00577,Smart TV,Tizen,7.2,2025-01-12
D00957,U00577,Computador,Windows,7.2,2025-09-03
D00958,U00578,Computador,macOS,7.0,2025-10-20
D00959,U00579,Móvil,Android,7.2,2025-01-16
D00960,U00579,Computador,Linux,6.9,2025-07-28
D00961,U00580,Computador,Linux,7.2,2024-12-11
D00962,U00580,Tablet,Android,6.9,2024-10-10
D00963,U00581,Móvil,Android,7.1,2025-06-29
D00964,U00582,Computador,Linux,6.9,2025-09-03
D00965,U00583,Computador,Linux,7.1,2025-10-12
D00966,U00584,Computador,Linux,7.1,2025-04-21
D00967,U00584,Móvil,Android,7.1,2024-09-06
D00968,U00585,Smart TV,Android TV,7.2,2025-09-12
D00969,U00586,Tablet,Android,7.1,2025-06-25
D00970,U00586,Computador,Linux,7.1,2025-06-23
D00971,U00586,Móvil,iOS,7.1,2025-10-22
D00972,U00587,Tablet,iPadOS,7.1,2023-04-24
D00973,U00588,Smart TV,webOS,7.2,2025-11-15
D00974,U00589,Móvil,iOS,7.2,2025-09-15
D00975,U00590,Tablet,Android,7.2,2025-10-30
D00976,U00590,Móvil,iOS,7.1,2025-11-21
D00977,U00591,Computador,Windows,7.1,2025-01-29
D00978,U00592,Computador,macOS,7.1,2024-11-06
D00979,U00592,Smart TV,Tizen,7.0,2024-09-06
D00980,U00593,Computador,macOS,7.2,2025-08-01
D00981,U00593,Tablet,Android,7.1,2024-04-29
D00982,U00594,Smart TV,webOS,7.0,2024-03-27
D00983,U00595,Computador,Windows,7.2,2025-08-31
D00984,U00596,Computador,macOS,6.9,2024-01-04
