interaccion_id,usuario_id,contenido_id,fecha_hora,tipo_interaccion,canal,origen_interfaz
I001332,U00881,C0116,2025-06-20 00:39:50,Agregar a mi lista,Web,Inicio
I001333,U00881,C0253,2025-02-04 21:22:19,Agregar a mi lista,Web,Recomendados
I001334,U00881,C0198,2025-07-17 20:06:56,Clic recomendación,Web,Recomendados
I001335,U00881,C0298,2025-08-17 21:08:21,Clic recomendación,Web,Recomendados
I001336,U00881,C0350,2025-08-04 09:00:02,Clic recomendación,Web,Recomendados
I001337,U00881,C0154,2025-01-14 22:04:48,Clic recomendación,Web,Inicio
I001338,U00881,C0032,2025-02-22 08:32:42,Compartir,Web,Inicio
I001339,U01288,C0122,2025-12-07 17:22:35,Agregar a mi lista,App,Continuar viendo
I001340,U01288,C0133,2025-11-29 11:43:25,Clic recomendación,App,Recomendados
I001341,U01288,C0334,2025-12-27 19:44:06,Me gusta,App,Búsqueda
I001342,U01288,C0058,2025-12-29 15:26:07,Clic recomendación,App,Recomendados
I001343,U01288,C0040,2025-12-06 12:19:28,Me gusta,App,Recomendados
I001344,U01288,C0236,2025-12-24 19:07:13,No me gusta,App,Tendencias
I001345,U01047,C0107,2025-05-27 01:10:46,Agregar a mi lista,App,Inicio
I001346,U01048,C0216,2025-02-27 02:20:33,Me gusta,App,Inicio
I001347,U01048,C0246,2025-04-23 14:53:10,Quitar de mi lista,App,Búsqueda
I001348,U01048,C0060,2025-08-10 21:50:50,Me gusta,App,Búsqueda
I001349,U01048,C0304,2025-05-03 03:48:09,Clic recomendación,App,Inicio
I001350,U01048,C0243,2025-01-03 09:41:17,Me gusta,App,Recomendados
I001351,U01048,C0087,2025-10-18 22:43:21,Clic recomendación,App,Recomendados
I001352,U01048,C0088,2025-06-25 20:01:37,No me gusta,App,Inicio
I001353,U01048,C0025,2025-08-08 20:40:43,Clic recomendación,App,Recomendados
I001354,U01048,C0318,2025-04-10 21:54:06,Quitar de mi lista,App,Recomendados
I001355,U01048,C0397,2025-06-22 12:20:35,Clic recomendación,App,Recomendados
I001356,U01048,C0343,2025-11-01 22:47:01,Agregar a mi lista,App,Búsqueda
I001357,U01048,C0403,2025-11-22 19:12:26,Compartir,App,Búsqueda
I001358,U00708,C0134,2025-03-18 15:37:59,Agregar a mi lista,Web,Recomendados
I001359,U00708,C0295,2025-04-29 20:40:55,Descarga,App,Tendencias
I001360,U00708,C0159,2025-03-14 09:42:52,Clic recomendación,App,Recomendados
I001361,U00708,C0050,2025-06-28 17:11:44,Compartir,Web,Inicio
I001362,U00708,C0068,2025-06-22 20:53:23,Me gusta,App,Recomendados
I001363,U00708,C0069,2025-12-01 13:17:14,No me gusta,Web,Recomendados
I001364,U00708,C0044,2025-04-01 08:50:58,Agregar a mi lista,App,Recomendados
I001365,U00708,C0045,2025-08-16 12:00:49,Clic recomendación,App,Recomendados
I001366,U01459,C0279,2025-10-19 22:00:39,Clic recomendación,App,Recomendados
I001367,U01459,C0048,2025-09-27 23:23:49,Clic recomendación,App,Recomendados
I001368,U01459,C0183,2025-04-10 14:12:23,Clic recomendación,App,Inicio
I001369,U01451,C0345,2025-07-18 16:31:25,Agregar a mi lista,App,Inicio
I001370,U01351,C0159,2025-11-21 09:53:15,Compartir,Web,Tendencias
I001371,U01351,C0279,2025-05-04 03:11:27,Clic recomendación,Web,Recomendados
I001372,U01351,C0065,2025-05-17 00:04:28,Agregar a mi lista,Web,Tendencias
I001373,U01351,C0025,2025-07-16 10:47:30,Me gusta,Web,Recomendados
I001374,U01351,C0394,2025-11-03 02:06:53,Quitar de mi lista,App,Inicio
I001375,U01351,C0198,2025-11-08 17:45:19,No me gusta,Web,Continuar viendo
I001376,U01351,C0166,2025-02-08 16:37:20,Clic recomendación,App,Recomendados
I001377,U01351,C0404,2025-05-17 18:49:58,Clic recomendación,App,Recomendados
I001378,U01351,C0016,2025-05-14 17:52:45,Clic recomendación,App,Recomendados
I001379,U01351,C0254,2025-02-02 19:17:55,Me gusta,App,Búsqueda
I001380,U01351,C0322,2025-03-19 14:22:29,Compartir,App,Continuar viendo
I001381,U01351,C0401,2025-11-03 19:40:01,Clic recomendación,Web,Inicio
I001382,U00834,C0088,2025-03-13 17:55:42,Clic recomendación,Web,Tendencias
I001383,U00834,C0114,2025-06-13 20:30:51,Clic recomendación,Web,Recomendados
I001384,U01006,C0241,2025-08-29 01:18:57,Compartir,App,Tendencias
I001385,U01006,C0191,2025-08-24 22:35:48,Clic recomendación,App,Recomendados
I001386,U01006,C0300,2025-06-05 21:19:03,Agregar a mi lista,App,Inicio
I001387,U01006,C0345,2025-03-15 22:49:24,Clic recomendación,App,Recomendados
I001388,U00857,C0226,2025-02-19 21:56:08,Clic recomendación,App,Recomendados
I001389,U00857,C0019,2025-02-27 21:34:54,Agregar a mi lista,App,Inicio
I001390,U00857,C0167,2025-05-26 18:59:39,Clic recomendación,App,Recomendados
I001391,U00094,C0400,2025-04-16 13:11:25,Me gusta,App,Recomendados
I001392,U00094,C0391,2025-06-06 23:05:27,Quitar de mi lista,App,Inicio
I001393,U00381,C0322,2025-10-30 13:42:01,Quitar de mi lista,App,Tendencias
I001394,U00001,C0264,2025-12-22 22:20:12,Clic recomendación,App,Recomendados
I001395,U00001,C0318,2025-05-04 10:21:33,Clic recomendación,App,Inicio
I001396,U00001,C0326,2025-01-24 20:08:23,Clic recomendación,App,Inicio
I001397,U00001,C0360,2025-05-21 18:53:43,Me gusta,App,Inicio
I001398,U00174,C0378,2025-12-07 20:34:26,Me gusta,Web,Continuar viendo
I001399,U00174,C0027,2025-09-17 14:33:52,Me gusta,Web,Continuar viendo
I001400,U00174,C0208,2025-11-21 22:18:21,Quitar de mi lista,Web,Tendencias
I001401,U00174,C0397,2025-06-26 21:27:05,Me gusta,Web,Búsqueda
I001402,U00174,C0196,2025-03-27 23:26:42,Agregar a mi lista,Web,Búsqueda
I001403,U00174,C0023,2025-07-11 08:37:35,Clic recomendación,Web,Recomendados
I001404,U00174,C0151,2025-05-25 18:14:18,Compartir,Web,Inicio
I001405,U00174,C0065,2025-11-25 17:51:47,No me gusta,Web,Inicio
I001406,U01287,C0418,2025-10-23 12:16:10,No me gusta,App,Tendencias
I001407,U01287,C0043,2025-11-20 09:22:35,Descarga,App,Continuar viendo
I001408,U01287,C0162,2025-10-20 18:42:20,Me gusta,App,Tendencias
I001409,U01287,C0276,2025-10-21 20:17:28,Agregar a mi lista,App,Recomendados
I001410,U01287,C0282,2025-11-02 05:39:31,Me gusta,App,Continuar viendo
I001411,U01287,C0368,2025-11-15 23:58:59,Me gusta,App,Inicio
I001412,U01287,C0117,2025-11-30 01:50:20,Clic recomendación,App,Recomendados
I001413,U01287,C0403,2025-09-28 06:34:18,Clic recomendación,App,Recomendados
I001414,U00405,C0123,2025-06-27 02:51:14,Agregar a mi lista,App,Búsqueda
I001415,U00405,C0241,2025-12-03 23:24:44,Clic recomendación,App,Inicio
I001416,U00405,C0281,2025-06-12 22:50:47,Me gusta,App,Búsqueda
I001417,U00405,C0153,2025-01-09 14:07:36,Agregar a mi lista,App,Recomendados
I001418,U00405,C0212,2025-06-25 17:30:07,Clic recomendación,App,Recomendados
I001419,U00405,C0022,2025-01-15 15:44:46,Compartir,App,Inicio
I001420,U00784,C0257,2025-07-30 22:55:09,Compartir,Web,Recomendados
I001421,U00784,C0122,2025-12-05 22:22:24,Clic recomendación,Web,Recomendados
I001422,U00784,C0352,2025-05-30 21:23:37,Agregar a mi lista,Web,Recomendados
I001423,U00784,C0089,2025-01-20 18:21:11,Quitar de mi lista,Web,Continuar viendo
I001424,U00784,C0361,2025-07-04 15:03:34,Quitar de mi lista,Web,Inicio
I001425,U00467,C0022,2025-06-04 09:23:10,Descarga,App,Recomendados
I001426,U00467,C0189,2025-09-16 16:09:12,Agregar a mi lista,App,Continuar viendo
I001427,U00467,C0192,2025-08-14 10:08:46,Clic recomendación,App,Recomendados
I001428,U00467,C0383,2025-06-04 22:11:13,Clic recomendación,App,Tendencias
I001429,U00603,C0247,2025-12-21 00:54:04,Agregar a mi lista,App,Recomendados
I001430,U00603,C0357,2025-01-02 21:19:43,Agregar a mi lista,App,Continuar viendo
I001431,U00603,C0157,2025-01-26 17:49:29,Clic recomendación,App,Tendencias
I001432,U00603,C0305,2025-02-11 20:21:27,Agregar a mi lista,App,Tendencias
I001433,U00378,C0048,2025-11-01 16:30:21,Clic recomendación,App,Recomendados
I001434,U00378,C0340,2025-09-10 14:57:42,Me gusta,App,Continuar viendo
I001435,U00378,C0355,2025-07-19 23:53:08,Agregar a mi lista,App,Búsqueda
I001436,U00378,C0067,2025-11-26 21:55:14,Clic recomendación,App,Recomendados
I001437,U00378,C0415,2025-11-04 14:47:11,No me gusta,App,Inicio
I001438,U00378,C0128,2025-06-29 22:58:11,Agregar a mi lista,App,Recomendados
I001439,U00378,C0209,2025-07-19 22:06:01,Clic recomendación,App,Inicio
I001440,U00378,C0372,2025-12-19 11:24:21,Me gusta,App,Inicio
I001441,U00023,C0398,2025-05-28 10:57:20,Clic recomendación,App,Inicio
I001442,U00023,C0254,2025-04-07 14:00:42,Agregar a mi lista,App,Recomendados
I001443,U00450,C0206,2025-06-13 17:27:53,Clic recomendación,App,Recomendados
I001444,U00450,C0254,2025-09-02 14:01:31,Clic recomendación,App,Recomendados
I001445,U00450,C0094,2025-07-29 22:34:46,Agregar a mi lista,App,Búsqueda
I001446,U00127,C0413,2025-10-09 22:56:07,No me gusta,Web,Continuar viendo
I001447,U00127,C0135,2025-01-02 22:22:13,Agregar a mi lista,Web,Continuar viendo
I001448,U00127,C0043,2025-10-04 15:16:28,Clic recomendación,Web,Inicio
I001449,U00127,C0303,2025-07-10 01:40:22,Me gusta,Web,Búsqueda
I001450,U00127,C0379,2025-12-06 15:32:02,Clic recomendación,Web,Recomendados
I001451,U00127,C0352,2025-12-15 11:32:41,Clic recomendación,App,Tendencias
I001452,U00127,C0045,2025-08-15 00:44:49,Clic recomendación,Web,Recomendados
I001453,U00127,C0382,2025-01-11 19:29:33,Quitar de mi lista,Web,Inicio
I001454,U00127,C0112,2025-10-08 13:42:55,Agregar a mi lista,App,Búsqueda
I001455,U00127,C0416,2025-10-21 14:03:38,Agregar a mi lista,App,Búsqueda
I001456,U00817,C0097,2025-11-08 16:44:26,Me gusta,App,Tendencias
I001457,U00817,C0259,2025-01-12 15:22:45,Clic recomendación,App,Inicio
I001458,U00817,C0005,2025-04-27 16:16:11,Agregar a mi lista,App,Continuar viendo
I001459,U00817,C0003,2025-04-28 21:36:47,Clic recomendación,App,Recomendados
I001460,U00817,C0336,2025-08-04 13:01:18,Agregar a mi lista,App,Tendencias
I001461,U00817,C0184,2025-02-08 22:56:56,Clic recomendación,App,Tendencias
I001462,U00756,C0110,2025-12-31 14:39:49,Clic recomendación,App,Tendencias
I001463,U00756,C0290,2025-03-16 20:13:03,Agregar a mi lista,App,Tendencias
I001464,U00756,C0260,2025-09-20 13:03:44,Clic recomendación,App,Inicio
I001465,U00756,C0391,2025-11-27 07:57:14,Me gusta,App,Tendencias
I001466,U00756,C0102,2025-09-04 20:58:12,Clic recomendación,App,Recomendados
I001467,U01328,C0178,2025-09-08 19:18:13,Descarga,App,Recomendados
I001468,U01328,C0242,2025-09-16 01:53:33,Compartir,App,Tendencias
I001469,U01328,C0403,2025-08-28 22:05:20,Clic recomendación,App,Recomendados
I001470,U01328,C0219,2025-09-24 18:54:01,Clic recomendación,App,Recomendados
I001471,U01328,C0388,2025-12-02 14:27:05,Agregar a mi lista,App,Continuar viendo
I001472,U01328,C0358,2025-09-02 21:54:11,Agregar a mi lista,App,Inicio
I001473,U01328,C0009,2025-08-30 20:16:45,Agregar a mi lista,App,Inicio
I001474,U01328,C0037,2025-09-27 21:49:17,Agregar a mi lista,App,Búsqueda
I001475,U00312,C0243,2025-06-02 23:01:07,Compartir,App,Recomendados
I001476,U00312,C0219,2025-10-31 22:44:29,Quitar de mi lista,App,Recomendados
I001477,U00312,C0250,2025-12-19 13:44:56,Agregar a mi lista,App,Inicio
I001478,U00312,C0420,2025-01-15 14:26:49,Me gusta,App,Inicio
I001479,U00312,C0048,2025-06-29 18:43:45,Agregar a mi lista,App,Inicio
I001480,U00312,C0305,2025-01-28 21:26:48,Me gusta,App,Inicio
I001481,U00973,C0387,2025-05-07 20:24:42,Me gusta,App,Continuar viendo
I001482,U00973,C0258,2025-01-10 00:15:04,Agregar a mi lista,App,Búsqueda
I001483,U00973,C0159,2025-04-24 10:42:20,Me gusta,App,Continuar viendo
I001484,U00973,C0276,2025-10-19 13:41:25,Quitar de mi lista,App,Tendencias
I001485,U00973,C0361,2025-08-26 16:52:17,Clic recomendación,App,Recomendados
I001486,U00973,C0176,2025-08-04 20:01:02,Me gusta,App,Recomendados
I001487,U00973,C0144,2025-01-10 22:42:02,Clic recomendación,App,Recomendados
I001488,U00973,C0176,2025-09-09 20:37:43,Me gusta,App,Tendencias
I001489,U00973,C0297,2025-07-27 19:45:10,Me gusta,App,Inicio
I001490,U00973,C0194,2025-07-25 09:04:47,Compartir,App,Continuar viendo
I001491,U00973,C0341,2025-02-03 17:51:42,Clic recomendación,App,Recomendados
I001492,U00973,C0258,2025-11-02 12:26:02,Me gusta,App,Tendencias
I001493,U00956,C0048,2025-02-22 18:36:45,Quitar de mi lista,Web,Continuar viendo
I001494,U00956,C0364,2025-07-24 04:25:45,Clic recomendación,Web,Inicio
I001495,U00956,C0121,2025-09-23 21:12:00,Agregar a mi lista,Web,Recomendados
I001496,U00956,C0413,2025-11-13 20:33:53,Me gusta,Web,Búsqueda
I001497,U00995,C0333,2025-12-09 20:56:43,Clic recomendación,Web,Recomendados
I001498,U00995,C0351,2025-02-20 23:15:27,Quitar de mi lista,Web,Recomendados
I001499,U00995,C0406,2025-04-12 14:34:34,Me gusta,Web,Continuar viendo
I001500,U00995,C0139,2025-05-10 12:03:48,Agregar a mi lista,Web,Tendencias
I001501,U00995,C0286,2025-01-20 19:14:04,Compartir,Web,Recomendados
I001502,U01082,C0064,2025-01-16 12:47:53,Agregar a mi lista,Web,Tendencias
I001503,U01082,C0154,2025-09-10 01:21:38,Me gusta,Web,Tendencias
I001504,U01082,C0119,2025-03-05 10:32:58,Me gusta,Web,Continuar viendo
I001505,U01082,C0019,2025-08-19 09:35:22,Agregar a mi lista,Web,Inicio
I001506,U01082,C0045,2025-01-13 22:52:55,Clic recomendación,Web,Recomendados
I001507,U01082,C0275,2025-12-20 19:12:28,Clic recomendación,Web,Recomendados
I001508,U01431,C0100,2025-12-20 18:16:22,Compartir,Web,Inicio
I001509,U01431,C0065,2025-09-29 21:49:01,Me gusta,Web,Búsqueda
I001510,U01431,C0239,2025-12-02 09:38:52,Compartir,App,Tendencias
I001511,U01322,C0079,2025-10-20 23:49:19,Compartir,App,Recomendados
I001512,U01322,C0227,2025-03-11 08:46:00,Agregar a mi lista,App,Continuar viendo
I001513,U01322,C0379,2025-10-20 11:25:47,Clic recomendación,App,Recomendados
I001514,U01322,C0142,2025-10-29 21:49:53,Agregar a mi lista,App,Continuar viendo
I001515,U01322,C0252,2025-04-27 08:57:07,Me gusta,App,Búsqueda
I001516,U00006,C0194,2025-06-10 18:04:44,Quitar de mi lista,App,Continuar viendo
I001517,U00006,C0285,2025-04-02 10:33:34,Clic recomendación,App,Inicio
I001518,U00006,C0410,2025-05-26 01:12:30,Clic recomendación,App,Inicio
I001519,U00134,C0288,2025-06-16 18:47:09,Clic recomendación,App,Tendencias
I001520,U00134,C0097,2025-08-17 22:31:51,Clic recomendación,App,Recomendados
I001521,U00134,C0277,2025-08-08 11:01:17,Me gusta,App,Búsqueda
I001522,U00134,C0093,2025-02-21 18:50:18,Clic recomendación,App,Tendencias
I001523,U00134,C0022,2025-03-09 21:43:55,Quitar de mi lista,App,Búsqueda
I001524,U00134,C0299,2025-09-28 01:19:19,Descarga,App,Recomendados
I001525,U00677,C0098,2025-01-19 19:41:30,Clic recomendación,App,Inicio
I001526,U00362,C0071,2025-10-27 16:43:19,Agregar a mi lista,App,Recomendados
I001527,U00974,C0293,2025-11-25 04:15:49,No me gusta,App,Inicio
I001528,U00974,C0190,2025-04-29 14:03:25,Clic recomendación,App,Inicio
I001529,U00720,C0274,2025-05-13 21:56:09,Me gusta,App,Inicio
I001530,U00720,C0061,2025-11-01 18:33:41,Agregar a mi lista,App,Inicio
I001531,U00720,C0223,2025-01-22 17:17:42,Clic recomendación,App,Recomendados
I001532,U00720,C0029,2025-12-29 17:13:59,Clic recomendación,App,Inicio
I001533,U00248,C0227,2025-07-14 11:52:11,Me gusta,App,Inicio
I001534,U00248,C0389,2025-08-26 20:17:46,Agregar a mi lista,App,Tendencias
I001535,U00248,C0296,2025-08-05 20:44:22,Agregar a mi lista,App,Recomendados
I001536,U00248,C0218,2025-07-14 19:15:44,Me gusta,App,Recomendados
I001537,U00248,C0029,2025-05-13 20:40:38,Clic recomendación,App,Recomendados
I001538,U00248,C0283,2025-08-11 22:35:15,Agregar a mi lista,Web,Tendencias
I001539,U00248,C0199,2025-05-14 16:52:52,Agregar a mi lista,Web,Inicio
I001540,U00248,C0364,2025-06-07 13:47:02,Me gusta,Web,Continuar viendo
I001541,U01070,C0203,2025-11-23 23:02:56,Agregar a mi lista,Web,Recomendados
I001542,U01070,C0355,2025-12-04 19:43:02,Descarga,Web,Búsqueda
I001543,U01070,C0259,2025-12-16 20:28:01,Me gusta,Web,Tendencias
I001544,U00265,C0316,2025-04-07 15:22:33,Me gusta,App,Inicio
I001545,U00265,C0403,2025-11-22 23:39:55,Clic recomendación,App,Recomendados
I001546,U00265,C0078,2025-04-03 12:56:42,Agregar a mi lista,App,Recomendados
I001547,U00265,C0057,2025-04-22 10:16:53,Quitar de mi lista,App,Continuar viendo
I001548,U00265,C0081,2025-02-02 00:09:50,Me gusta,App,Búsqueda
I001549,U00702,C0189,2025-02-17 20:55:39,Clic recomendación,App,Recomendados
I001550,U00702,C0142,2025-03-04 23:27:07,Agregar a mi lista,App,Recomendados
I001551,U00702,C0071,2025-02-22 15:00:14,Compartir,App,Tendencias
I001552,U00702,C0317,2025-04-15 14:25:06,Clic recomendación,App,Recomendados
I001553,U00702,C0378,2025-05-18 15:42:05,Quitar de mi lista,App,Recomendados
I001554,U00702,C0277,2025-03-05 20:45:13,Me gusta,App,Recomendados
I001555,U00702,C0403,2025-02-13 18:30:06,Me gusta,App,Recomendados
I001556,U00702,C0039,2025-03-23 23:01:41,Me gusta,App,Recomendados
I001557,U00702,C0175,2025-03-06 15:58:13,Clic recomendación,App,Inicio
I001558,U00702,C0263,2025-01-15 14:27:30,Agregar a mi lista,App,Recomendados
I001559,U01427,C0152,2025-12-10 19:12:43,Me gusta,App,Continuar viendo
I001560,U01427,C0092,2025-03-29 20:20:29,Descarga,App,Inicio
I001561,U01427,C0328,2025-08-16 17:10:16,Agregar a mi lista,App,Recomendados
I001562,U01427,C0381,2025-11-05 21:30:26,Clic recomendación,App,Recomendados
I001563,U01427,C0025,2025-01-24 17:00:24,Agregar a mi lista,App,Recomendados
I001564,U00480,C0027,2025-03-25 18:03:40,No me gusta,App,Inicio
I001565,U00480,C0063,2025-01-22 14:02:28,Agregar a mi lista,Web,Inicio
I001566,U00480,C0195,2025-02-20 01:22:41,Clic recomendación,Web,Recomendados
I001567,U00480,C0105,2025-01-21 15:08:55,Clic recomendación,Web,Inicio
I001568,U00480,C0126,2025-02-13 18:15:54,Agregar a mi lista,App,Continuar viendo
I001569,U00480,C0065,2025-02-19 16:36:32,Compartir,Web,Continuar viendo
I001570,U00480,C0213,2025-02-24 14:32:30,Agregar a mi lista,Web,Continuar viendo
I001571,U00480,C0120,2025-01-07 04:41:52,Agregar a mi lista,App,Inicio
I001572,U00480,C0331,2025-01-22 17:49:39,Agregar a mi lista,App,Recomendados
I001573,U00480,C0145,2025-01-05 23:09:26,Clic recomendación,App,Recomendados
I001574,U00947,C0202,2025-01-12 12:09:27,Clic recomendación,App,Tendencias
I001575,U00947,C0258,2025-03-01 20:04:00,Me gusta,App,Búsqueda
I001576,U00947,C0374,2025-02-16 01:20:23,Me gusta,App,Continuar viendo
I001577,U00578,C0146,2025-12-18 12:31:13,No me gusta,Web,Inicio
I001578,U00578,C0028,2025-08-15 06:33:27,Clic recomendación,Web,Recomendados
I001579,U00578,C0291,2025-08-19 16:35:46,Descarga,Web,Recomendados
I001580,U01474,C0093,2025-12-19 13:00:56,Me gusta,Web,Recomendados
I001581,U01474,C0023,2025-08-26 12:15:00,Agregar a mi lista,Web,Tendencias
I001582,U01474,C0125,2025-04-12 19:11:37,Me gusta,Web,Tendencias
I001583,U01474,C0196,2025-02-08 23:52:46,Agregar a mi lista,Web,Recomendados
I001584,U01474,C0058,2025-12-26 21:44:45,No me gusta,Web,Tendencias
I001585,U01474,C0001,2025-04-20 03:41:40,Clic recomendación,Web,Inicio
I001586,U01474,C0058,2025-05-02 00:02:38,Clic recomendación,Web,Inicio
I001587,U01474,C0331,2025-06-26 16:12:58,Agregar a mi lista,Web,Tendencias
I001588,U01474,C0006,2025-12-13 15:24:05,Agregar a mi lista,Web,Recomendados
I001589,U01474,C0363,2025-11-08 00:28:57,Me gusta,Web,Recomendados
I001590,U00106,C0315,2025-03-29 01:53:30,Me gusta,App,Recomendados
I001591,U00106,C0051,2025-11-10 11:26:50,Clic recomendación,Web,Recomendados
I001592,U00106,C0142,2025-09-03 19:04:54,Agregar a mi lista,Web,Inicio
I001593,U00106,C0106,2025-03-26 22:40:12,Compartir,App,Búsqueda
I001594,U00106,C0065,2025-07-10 16:26:20,Compartir,App,Recomendados
I001595,U00106,C0068,2025-03-24 19:24:55,Clic recomendación,Web,Recomendados
I001596,U00106,C0365,2025-10-07 20:42:26,Clic recomendación,Web,Recomendados
I001597,U00106,C0392,2025-11-17 15:00:41,Clic recomendación,Web,Recomendados
I001598,U00106,C0158,2025-05-01 21:48:11,Agregar a mi lista,App,Tendencias
I001599,U00106,C0067,2025-08-07 12:49:21,Me gusta,App,Recomendados
I001600,U01132,C0111,2025-11-19 22:29:01,Descarga,App,Búsqueda
I001601,U01132,C0308,2025-10-08 15:54:46,Compartir,App,Inicio
I001602,U01132,C0201,2025-10-22 21:21:41,Me gusta,App,Recomendados
I001603,U01132,C0271,2025-08-13 14:13:53,Descarga,App,Recomendados
I001604,U01132,C0094,2025-12-14 21:16:09,Agregar a mi lista,App,Búsqueda
I001605,U01132,C0275,2025-09-28 23:15:35,Agregar a mi lista,App,Recomendados
I001606,U00272,C0098,2025-07-24 20:18:30,Agregar a mi lista,App,Búsqueda
I001607,U00272,C0352,2025-07-19 23:02:39,Me gusta,App,Recomendados
I001608,U00272,C0101,2025-12-09 19:50:18,Agregar a mi lista,App,Recomendados
I001609,U00272,C0132,2025-04-30 20:33:50,Me gusta,App,Recomendados
I001610,U00272,C0148,2025-11-20 20:20:46,Compartir,App,Recomendados
I001611,U00072,C0136,2025-12-07 12:58:21,Me gusta,Web,Continuar viendo
I001612,U00072,C0068,2025-08-23 14:37:22,Quitar de mi lista,Web,Búsqueda
I001613,U00072,C0003,2025-02-15 09:40:53,Descarga,App,Continuar viendo
I001614,U00072,C0289,2025-06-15 11:39:26,Agregar a mi lista,App,Recomendados
I001615,U00072,C0410,2025-05-30 21:24:51,Me gusta,Web,Búsqueda
I001616,U01208,C0404,2025-08-13 19:18:42,Agregar a mi lista,App,Búsqueda
I001617,U01208,C0179,2025-05-04 17:14:39,Clic recomendación,Web,Inicio
I001618,U01208,C0275,2025-01-03 19:40:03,Agregar a mi lista,Web,Tendencias
I001619,U01208,C0347,2025-01-15 00:02:11,Agregar a mi lista,App,Búsqueda
I001620,U01208,C0393,2025-01-03 09:22:49,Me gusta,App,Continuar viendo
I001621,U01176,C0224,2025-05-07 21:11:14,Clic recomendación,App,Recomendados
I001622,U01176,C0107,2025-06-29 03:33:59,Me gusta,App,Tendencias
I001623,U01176,C0098,2025-01-07 22:01:08,Clic recomendación,App,Recomendados
I001624,U01176,C0290,2025-01-02 10:22:21,Agregar a mi lista,App,Recomendados
I001625,U00453,C0415,2025-03-25 12:13:45,Clic recomendación,App,Inicio
I001626,U00453,C0159,2025-03-28 17:19:31,Agregar a mi lista,App,Búsqueda
I001627,U00453,C0045,2025-04-26 18:08:56,Descarga,App,Búsqueda
I001628,U00453,C0121,2025-01-05 10:29:53,Me gusta,App,Recomendados
I001629,U00453,C0064,2025-03-26 20:16:35,Agregar a mi lista,Web,Recomendados
I001630,U00453,C0169,2025-11-17 09:35:40,Me gusta,App,Tendencias
I001631,U00453,C0040,2025-03-26 16:17:04,Agregar a mi lista,App,Recomendados
I001632,U00453,C0147,2025-01-30 18:51:11,Clic recomendación,App,Recomendados
I001633,U00453,C0090,2025-07-12 07:08:54,No me gusta,Web,Inicio
I001634,U00453,C0301,2025-04-08 21:25:45,Descarga,App,Inicio
I001635,U00453,C0409,2025-04-21 19:27:57,Me gusta,App,Inicio
I001636,U00453,C0372,2025-11-04 20:34:50,Me gusta,App,Recomendados
I001637,U01268,C0230,2025-10-06 18:34:38,Clic recomendación,App,Inicio
I001638,U01268,C0196,2025-05-29 18:29:40,Clic recomendación,App,Inicio
I001639,U01268,C0073,2025-07-08 20:18:47,Agregar a mi lista,App,Inicio
I001640,U01268,C0149,2025-01-13 23:37:25,Agregar a mi lista,App,Recomendados
I001641,U01268,C0116,2025-06-15 21:14:26,Me gusta,App,Recomendados
I001642,U01268,C0181,2025-03-19 23:20:13,Agregar a mi lista,App,Inicio
I001643,U01268,C0389,2025-01-26 00:21:42,Clic recomendación,App,Recomendados
I001644,U01268,C0216,2025-02-06 21:03:51,Agregar a mi lista,App,Continuar viendo
I001645,U00805,C0097,2025-05-30 20:29:41,Me gusta,App,Inicio
I001646,U00216,C0401,2025-03-27 22:43:43,No me gusta,App,Búsqueda
I001647,U00216,C0231,2025-11-06 10:18:52,Descarga,App,Recomendados
I001648,U00826,C0391,2025-11-06 17:10:04,Clic recomendación,App,Recomendados
I001649,U00826,C0066,2025-09-17 16:59:36,Clic recomendación,App,Recomendados
I001650,U00826,C0089,2025-08-10 21:54:49,Me gusta,App,Continuar viendo
I001651,U00826,C0325,2025-12-31 23:59:59,Clic recomendación,App,Tendencias
I001652,U00826,C0262,2025-12-18 18:53:33,Me gusta,App,Continuar viendo
I001653,U00826,C0364,2025-09-23 19:11:41,No me gusta,App,Recomendados
I001654,U00826,C0247,2025-10-20 01:47:07,Clic recomendación,App,Recomendados
I001655,U00826,C0373,2025-11-26 13:47:48,Me gusta,App,Tendencias
I001656,U00003,C0022,2025-07-23 14:26:07,Agregar a mi lista,App,Inicio
I001657,U00003,C0243,2025-08-21 20:13:48,Quitar de mi lista,App,Tendencias
I001658,U00003,C0192,2025-06-23 09:57:49,Compartir,App,Inicio
I001659,U00619,C0257,2025-05-26 21:49:20,Clic recomendación,App,Inicio
I001660,U00619,C0167,2025-05-02 00:19:30,Agregar a mi lista,App,Tendencias
I001661,U00128,C0032,2025-06-02 00:49:50,Clic recomendación,Web,Recomendados
I001662,U00128,C0068,2025-03-26 20:33:42,Agregar a mi lista,Web,Recomendados
I001663,U00128,C0271,2025-11-06 21:56:30,Agregar a mi lista,Web,Búsqueda
I001664,U00128,C0300,2025-04-24 21:52:12,Agregar a mi lista,Web,Recomendados
I001665,U00128,C0197,2025-09-17 09:56:23,Descarga,Web,Recomendados
I001666,U00981,C0095,2025-06-17 10:36:26,Clic recomendación,Web,Recomendados
I001667,U00981,C0311,2025-09-29 00:52:49,Clic recomendación,Web,Inicio
I001668,U00981,C0225,2025-08-24 15:25:11,Agregar a mi lista,Web,Tendencias
I001669,U00981,C0161,2025-07-17 23:47:07,Descarga,Web,Recomendados
