suscripcion_id,usuario_id,plan,fecha_inicio,fecha_fin,estado,precio_mensual_usd,renovacion_automatica,motivo_cancelacion
S00376,U00376,Básico,2023-12-06,2025-12-02,Cancelada,6.99,No,Poco uso
S00377,U00377,Estándar,2024-02-26,,Activa,9.99,Sí,
S00378,U00378,Estándar,2025-06-25,,Activa,9.99,Sí,
S00379,U00379,Estándar,2025-03-12,,Activa,9.99,Sí,
S00380,U00380,Estándar,2024-07-30,,Activa,9.99,Sí,
S00381,U00381,Premium,2024-08-23,,Activa,13.99,Sí,
S00382,U00382,Premium,2025-01-28,,Activa,13.99,Sí,
S00383,U00383,Estándar,2023-01-21,,Activa,9.99,Sí,
S00384,U00384,Estándar,2024-08-12,,Activa,9.99,Sí,
S00385,U00385,Estándar,2023-01-04,,Activa,9.99,Sí,
S00386,U00386,Estándar,2023-12-02,,Activa,9.99,Sí,
S00387,U00387,Estándar,2024-02-21,,Activa,9.99,Sí,
S00388,U00388,Estándar,2024-04-05,2025-11-09,Cancelada,9.99,No,Otro
S00389,U00389,Básico,2024-12-07,2025-12-20,Cancelada,6.99,No,Poco uso
S00390,U00390,Estándar,2023-05-12,,Activa,9.99,Sí,
S00391,U00391,Estándar,2023-08-11,,Activa,9.99,Sí,
S00392,U00392,Estándar,2024-04-08,,Activa,9.99,Sí,
S00393,U00393,Estándar,2024-05-27,,Activa,9.99,Sí,
S00394,U00394,Estándar,2024-04-11,2025-01-22,Cancelada,9.99,No,Poco uso
S00395,U00395,Básico,2024-10-14,2025-03-14,Cancelada,6.99,No,Poco uso
S00396,U00396,Premium,2025-01-24,2025-07-31,Cancelada,13.99,Sí,Poco uso
S00397,U00397,Básico,2025-05-31,,Activa,6.99,Sí,
S00398,U00398,Estándar,2023-07-17,2025-11-06,Cancelada,9.99,No,Cambio a otra plataforma
S00399,U00399,Premium,2025-04-12,2025-10-13,Cancelada,13.99,No,Poco uso
S00400,U00400,Básico,2023-05-04,,Activa,6.99,Sí,
S00401,U00401,Premium,2024-04-24,,Activa,13.99,Sí,
S00402,U00402,Estándar,2025-10-08,,Activa,9.99,Sí,
S00403,U00403,Básico,2024-11-20,,Activa,6.99,Sí,
S00404,U00404,Básico,2023-03-06,2025-10-01,Cancelada,6.99,Sí,Precio
S00405,U00405,Básico,2023-07-12,,Activa,6.99,Sí,
S00406,U00406,Estándar,2023-09-15,,Activa,9.99,Sí,
S00407,U00407,Premium,2023-04-08,,Activa,13.99,Sí,
S00408,U00408,Premium,2023-12-31,2025-09-17,Cancelada,13.99,Sí,Contenido insuficiente
S00409,U00409,Básico,2024-06-01,2025-03-28,Cancelada,6.99,No,Cambio a otra plataforma
S00410,U00410,Básico,2023-05-03,,Activa,6.99,Sí,
S00411,U00411,Estándar,2025-04-28,,Activa,9.99,Sí,
S00412,U00412,Básico,2025-06-23,2025-08-30,Cancelada,6.99,No,Problemas técnicos
S00413,U00413,Premium,2024-07-26,,Activa,13.99,Sí,
S00414,U00414,Premium,2024-11-05,,Activa,13.99,Sí,
S00415,U00415,Básico,2023-08-28,2025-02-07,Cancelada,6.99,Sí,Cambio a otra plataforma
S00416,U00416,Básico,2024-01-17,,Activa,6.99,Sí,
S00417,U00417,Básico,2024-11-10,,Activa,6.99,Sí,
S00418,U00418,Básico,2024-08-12,,Activa,6.99,Sí,
S00419,U00419,Estándar,2024-04-10,,Activa,9.99,Sí,
S00420,U00420,Estándar,2024-12-27,,Activa,9.99,Sí,
S00421,U00421,Básico,2023-07-14,,Activa,6.99,Sí,
S00422,U00422,Premium,2023-06-04,,Activa,13.99,Sí,
S00423,U00423,Estándar,2023-08-01,2025-09-07,Cancelada,9.99,No,Contenido insuficiente
S00424,U00424,Estándar,2024-10-24,,Activa,9.99,Sí,
S00425,U00425,Estándar,2025-04-25,2025-10-05,Cancelada,9.99,No,Poco uso
S00426,U00426,Básico,2025-09-14,2025-11-04,Cancelada,6.99,No,Contenido insuficiente
S00427,U00427,Premium,2025-02-08,2025-07-22,Cancelada,13.99,No,Problemas técnicos
S00428,U00428,Básico,2023-11-06,,Activa,6.99,Sí,
S00429,U00429,Premium,2023-09-17,,Activa,13.99,Sí,
S00430,U00430,Básico,2025-03-30,2025-10-24,Cancelada,6.99,Sí,Poco uso
S00431,U00431,Premium,2024-01-23,,Activa,13.99,Sí,
S00432,U00432,Básico,2023-04-06,2025-04-09,Cancelada,6.99,No,Precio
S00433,U00433,Estándar,2025-05-18,,Activa,9.99,Sí,
S00434,U00434,Estándar,2024-01-06,,Activa,9.99,Sí,
S00435,U00435,Básico,2023-02-14,,Activa,6.99,Sí,
S00436,U00436,Premium,2025-11-22,,Activa,13.99,Sí,
S00437,U00437,Básico,2023-05-08,2025-05-24,Cancelada,6.99,No,Problemas técnicos
S00438,U00438,Básico,2023-05-25,,Activa,6.99,Sí,
S00439,U00439,Estándar,2025-04-15,,Activa,9.99,Sí,
S00440,U00440,Básico,2024-07-26,2025-07-30,Cancelada,6.99,Sí,Otro
S00441,U00441,Básico,2025-04-20,,Activa,6.99,Sí,
S00442,U00442,Básico,2023-11-17,,Activa,6.99,Sí,
S00443,U00443,Estándar,2025-09-10,,Activa,9.99,Sí,
S00444,U00444,Estándar,2025-02-08,,Activa,9.99,Sí,
S00445,U00445,Estándar,2025-02-25,,Activa,9.99,Sí,
S00446,U00446,Básico,2024-06-10,2025-08-12,Cancelada,6.99,No,Poco uso
S00447,U00447,Estándar,2025-08-16,2025-11-16,Cancelada,9.99,No,Precio
S00448,U00448,Estándar,2024-08-31,2025-06-18,Cancelada,9.99,No,Contenido insuficiente
S00449,U00449,Estándar,2024-09-23,,Activa,9.99,Sí,
S00450,U00450,Estándar,2024-07-27,,Activa,9.99,Sí,
S00451,U00451,Básico,2023-06-25,,Activa,6.99,Sí,
S00452,U00452,Básico,2025-03-06,,Activa,6.99,Sí,
S00453,U00453,Premium,2023-10-22,,Activa,13.99,Sí,
S00454,U00454,Estándar,2023-10-25,2025-08-01,Cancelada,9.99,No,Precio
S00455,U00455,Estándar,2024-05-15,,Activa,9.99,Sí,
S00456,U00456,Básico,2024-05-30,,Activa,6.99,Sí,
S00457,U00457,Estándar,2025-07-29,2025-09-22,Cancelada,9.99,Sí,Poco uso
S00458,U00458,Estándar,2023-03-21,,Activa,9.99,Sí,
S00459,U00459,Estándar,2025-07-30,2025-10-10,Cancelada,9.99,No,Otro
S00460,U00460,Estándar,2025-05-05,2025-08-14,Cancelada,9.99,No,Cambio a otra plataforma
S00461,U00461,Estándar,2024-07-16,2025-05-28,Cancelada,9.99,Sí,Poco uso
S00462,U00462,Estándar,2025-01-29,,Activa,9.99,Sí,
S00463,U00463,Estándar,2024-05-23,,Activa,9.99,Sí,
S00464,U00464,Premium,2024-01-28,,Activa,13.99,Sí,
S00465,U00465,Estándar,2025-02-06,,Activa,9.99,Sí,
S00466,U00466,Estándar,2023-11-01,,Activa,9.99,Sí,
S00467,U00467,Premium,2025-05-23,,Activa,13.99,Sí,
S00468,U00468,Estándar,2023-07-10,,Activa,9.99,Sí,
S00469,U00469,Estándar,2024-06-18,,Activa,9.99,Sí,
S00470,U00470,Estándar,2025-08-16,,Activa,9.99,Sí,
S00471,U00471,Básico,2023-10-03,,Activa,6.99,Sí,
S00472,U00472,Básico,2024-05-22,2025-08-10,Cancelada,6.99,No,Cambio a otra plataforma
S00473,U00473,Estándar,2025-10-23,,Activa,9.99,Sí,
S00474,U00474,Básico,2024-01-16,,Activa,6.99,Sí,
S00475,U00475,Premium,2025-01-31,2025-06-14,Cancelada,13.99,No,Precio
S00476,U00476,Estándar,2024-08-31,,Activa,9.99,Sí,
S00477,U00477,Básico,2023-07-23,,Activa,6.99,Sí,
S00478,U00478,Estándar,2024-12-14,2025-07-26,Cancelada,9.99,No,Cambio a otra plataforma
S00479,U00479,Estándar,2023-08-02,2025-06-07,Cancelada,9.99,No,Poco uso
S00480,U00480,Estándar,2024-07-14,2025-03-25,Cancelada,9.99,No,Poco uso
S00481,U00481,Básico,2023-08-20,,Activa,6.99,Sí,
S00482,U00482,Básico,2024-06-28,,Activa,6.99,Sí,
S00483,U00483,Básico,2024-02-22,,Activa,6.99,Sí,
S00484,U00484,Premium,2024-02-24,,Activa,13.99,Sí,
S00485,U00485,Estándar,2025-07-07,,Activa,9.99,Sí,
S00486,U00486,Estándar,2024-12-04,,Activa,9.99,Sí,
S00487,U00487,Básico,2023-08-29,2025-09-28,Cancelada,6.99,No,Contenido insuficiente
S00488,U00488,Estándar,2025-03-11,,Activa,9.99,Sí,
S00489,U00489,Estándar,2023-05-12,,Activa,9.99,Sí,
S00490,U00490,Premium,2024-06-05,,Activa,13.99,Sí,
S00491,U00491,Básico,2023-03-04,2025-02-08,Cancelada,6.99,Sí,Cambio a otra plataforma
S00492,U00492,Básico,2024-04-11,,Activa,6.99,Sí,
S00493,U00493,Básico,2024-06-02,,Activa,6.99,Sí,
S00494,U00494,Premium,2024-08-02,2025-04-28,Cancelada,13.99,Sí,Contenido insuficiente
S00495,U00495,Estándar,2023-10-24,,Activa,9.99,Sí,
S00496,U00496,Premium,2023-05-08,,Activa,13.99,Sí,
S00497,U00497,Estándar,2025-11-27,,Activa,9.99,Sí,
S00498,U00498,Estándar,2025-08-27,,Activa,9.99,Sí,
S00499,U00499,Estándar,2025-04-14,,Activa,9.99,Sí,
S00500,U00500,Básico,2023-01-18,2025-08-13,Cancelada,6.99,No,Poco uso
S00501,U00501,Básico,2023-02-12,2025-12-20,Cancelada,6.99,No,Cambio a otra plataforma
S00502,U00502,Estándar,2025-09-01,,Activa,9.99,Sí,
S00503,U00503,Estándar,2024-12-21,,Activa,9.99,Sí,
S00504,U00504,Básico,2023-04-24,,Activa,6.99,Sí,
S00505,U00505,Estándar,2023-02-07,,Activa,9.99,Sí,
S00506,U00506,Estándar,2024-04-16,,Activa,9.99,Sí,
S00507,U00507,Básico,2025-06-04,2025-07-30,Cancelada,6.99,No,Cambio a otra plataforma
S00508,U00508,Estándar,2024-02-20,,Activa,9.99,Sí,
S00509,U00509,Básico,2024-05-12,,Activa,6.99,Sí,
S00510,U00510,Estándar,2023-09-27,2025-08-22,Cancelada,9.99,No,Cambio a otra plataforma
S00511,U00511,Estándar,2023-12-15,,Activa,9.99,Sí,
S00512,U00512,Básico,2025-09-19,2025-11-29,Cancelada,6.99,No,Problemas técnicos
S00513,U00513,Premium,2024-02-15,,Activa,13.99,Sí,
S00514,U00514,Premium,2023-05-27,,Activa,13.99,Sí,
S00515,U00515,Básico,2024-08-16,,Activa,6.99,Sí,
S00516,U00516,Premium,2023-02-16,,Activa,13.99,Sí,
S00517,U00517,Premium,2025-08-05,,Activa,13.99,Sí,
S00518,U00518,Básico,2025-06-21,,Activa,6.99,Sí,
S00519,U00519,Estándar,2024-05-25,,Activa,9.99,Sí,
S00520,U00520,Estándar,2025-06-16,,Activa,9.99,Sí,
S00521,U00521,Premium,2023-02-17,,Activa,13.99,Sí,
S00522,U00522,Estándar,2023-06-17,,Activa,9.99,Sí,
S00523,U00523,Premium,2023-08-15,,Activa,13.99,Sí,
S00524,U00524,Estándar,2023-05-22,,Activa,9.99,Sí,
S00525,U00525,Básico,2025-04-10,2025-08-20,Cancelada,6.99,Sí,Contenido insuficiente
S00526,U00526,Premium,2024-07-03,,Activa,13.99,Sí,
S00527,U00527,Estándar,2024-11-27,,Activa,9.99,Sí,
S00528,U00528,Básico,2023-09-17,2025-11-04,Cancelada,6.99,No,Precio
S00529,U00529,Estándar,2024-03-20,,Activa,9.99,Sí,
S00530,U00530,Básico,2024-01-11,,Activa,6.99,Sí,
S00531,U00531,Básico,2023-04-14,,Activa,6.99,Sí,
S00532,U00532,Premium,2024-03-07,,Activa,13.99,Sí,
S00533,U00533,Estándar,2025-04-18,,Activa,9.99,Sí,
S00534,U00534,Básico,2023-01-31,2025-06-09,Cancelada,6.99,Sí,Cambio a otra plataforma
S00535,U00535,Básico,2024-03-25,2025-12-20,Cancelada,6.99,No,Precio
S00536,U00536,Estándar,2024-02-21,,Activa,9.99,Sí,
S00537,U00537,Básico,2023-04-16,2025-03-08,Cancelada,6.99,No,Contenido insuficiente
S00538,U00538,Estándar,2025-04-01,,Activa,9.99,Sí,
S00539,U00539,Básico,2025-04-28,2025-10-03,Cancelada,6.99,No,Poco uso
S00540,U00540,Estándar,2023-03-18,,Activa,9.99,Sí,
S00541,U00541,Estándar,2023-07-29,,Activa,9.99,Sí,
S00542,U00542,Estándar,2025-08-17,,Activa,9.99,Sí,
S00543,U00543,Estándar,2024-02-24,,Activa,9.99,Sí,
S00544,U00544,Estándar,2024-10-19,,Activa,9.99,Sí,
S00545,U00545,Premium,2025-02-20,,Activa,13.99,Sí,
S00546,U00546,Básico,2024-01-09,,Activa,6.99,Sí,
S00547,U00547,Estándar,2023-03-07,,Activa,9.99,Sí,
S00548,U00548,Básico,2024-03-19,,Activa,6.99,Sí,
S00549,U00549,Estándar,2024-05-26,,Activa,9.99,Sí,
S00550,U00550,Estándar,2023-09-05,,Activa,9.99,Sí,
S00551,U00551,Estándar,2024-09-19,,Activa,9.99,Sí,
S00552,U00552,Básico,2025-11-16,,Activa,6.99,Sí,
S00553,U00553,Básico,2023-02-14,2025-03-01,Cancelada,6.99,No,Precio
S00554,U00554,Básico,2023-03-12,,Activa,6.99,Sí,
S00555,U00555,Básico,2023-10-24,2025-03-31,Cancelada,6.99,No,Contenido insuficiente
S00556,U00556,Premium,2025-09-20,,Activa,13.99,Sí,
S00557,U00557,Estándar,2025-10-14,,Activa,9.99,Sí,
S00558,U00558,Básico,2024-12-16,,Activa,6.99,Sí,
S00559,U00559,Básico,2023-04-12,,Activa,6.99,Sí,
S00560,U00560,Estándar,2024-07-10,,Activa,9.99,Sí,
S00561,U00561,Premium,2025-05-17,,Activa,13.99,Sí,
S00562,U00562,Estándar,2024-03-05,,Activa,9.99,Sí,
S00563,U00563,Básico,2023-06-05,2025-09-21,Cancelada,6.99,No,Poco uso
S00564,U00564,Premium,2023-02-03,,Activa,13.99,Sí,
S00565,U00565,Estándar,2024-11-27,,Activa,9.99,Sí,
S00566,U00566,Premium,2023-06-20,,Activa,13.99,Sí,
S00567,U00567,Estándar,2024-04-20,,Activa,9.99,Sí,
S00568,U00568,Estándar,2023-05-14,2025-04-25,Cancelada,9.99,No,Precio
S00569,U00569,Básico,2023-10-11,2025-12-20,Cancelada,6.99,No,Precio
S00570,U00570,Estándar,2025-06-27,,Activa,9.99,Sí,
S00571,U00571,Estándar,2023-02-07,,Activa,9.99,Sí,
S00572,U00572,Estándar,2024-11-18,,Activa,9.99,Sí,
S00573,U00573,Premium,2025-03-03,2025-09-24,Cancelada,13.99,No,Contenido insuficiente
S00574,U00574,Básico,2025-10-17,,Activa,6.99,Sí,
S00575,U00575,Premium,2024-08-18,,Activa,13.99,Sí,
S00576,U00576,Básico,2024-07-01,,Activa,6.99,Sí,
S00577,U00577,Premium,2024-12-06,,Activa,13.99,Sí,
S00578,U00578,Premium,2025-07-19,,Activa,13.99,Sí,
S00579,U00579,Básico,2024-05-12,2025-04-30,Cancelada,6.99,No,Contenido insuficiente
S00580,U00580,Básico,2024-08-21,,Activa,6.99,Sí,
S00581,U00581,Estándar,2025-02-16,2025-08-28,Cancelada,9.99,No,Problemas técnicos
S00582,U00582,Básico,2024-02-17,,Activa,6.99,Sí,
S00583,U00583,Estándar,2025-03-25,,Activa,9.99,Sí,
S00584,U00584,Básico,2023-09-28,2025-04-16,Cancelada,6.99,Sí,Precio
S00585,U00585,Estándar,2025-08-01,2025-09-26,Cancelada,9.99,Sí,Poco uso
S00586,U00586,Premium,2025-04-27,,Activa,13.99,Sí,
S00587,U00587,Estándar,2023-04-22,,Activa,9.99,Sí,
S00588,U00588,Estándar,2025-11-11,,Activa,9.99,Sí,
S00589,U00589,Básico,2024-12-29,,Activa,6.99,Sí,
S00590,U00590,Básico,2025-08-23,,Activa,6.99,Sí,
S00591,U00591,Básico,2024-10-10,,Activa,6.99,Sí,
S00592,U00592,Estándar,2024-02-26,,Activa,9.99,Sí,
S00593,U00593,Premium,2023-11-19,,Activa,13.99,Sí,
S00594,U00594,Estándar,2023-04-13,,Activa,9.99,Sí,
S00595,U00595,Premium,2024-06-21,,Activa,13.99,Sí,
S00596,U00596,Estándar,2023-12-07,,Activa,9.99,Sí,
S00597,U00597,Estándar,2025-09-14,,Activa,9.99,Sí,
S00598,U00598,Premium,2023-06-17,,Activa,13.99,Sí,
S00599,U00599,Básico,2024-06-09,,Activa,6.99,Sí,
S00600,U00600,Básico,2024-06-24,,Activa,6.99,Sí,
S00601,U00601,Básico,2023-07-05,,Activa,6.99,Sí,
S00602,U00602,Básico,2025-09-08,2025-10-30,Cancelada,6.99,No,Contenido insuficiente
S00603,U00603,Estándar,2023-05-01,,Activa,9.99,Sí,
S00604,U00604,Estándar,2023-08-02,,Activa,9.99,Sí,
S00605,U00605,Premium,2025-05-03,,Activa,13.99,Sí,
S00606,U00606,Estándar,2025-06-14,,Activa,9.99,Sí,
S00607,U00607,Estándar,2023-01-29,,Activa,9.99,Sí,
S00608,U00608,Básico,2025-08-26,,Activa,6.99,Sí,
S00609,U00609,Estándar,2025-05-02,,Activa,9.99,Sí,
S00610,U00610,Premium,2024-08-20,,Activa,13.99,Sí,
S00611,U00611,Básico,2024-04-11,,Activa,6.99,Sí,
S00612,U00612,Estándar,2024-11-16,2025-05-26,Cancelada,9.99,Sí,Cambio a otra plataforma
S00613,U00613,Premium,2023-08-26,,Activa,13.99,Sí,
S00614,U00614,Estándar,2024-08-13,,Activa,9.99,Sí,
S00615,U00615,Estándar,2025-05-14,,Activa,9.99,Sí,
S00616,U00616,Básico,2024-06-23,,Activa,6.99,Sí,
S00617,U00617,Estándar,2023-06-20,,Activa,9.99,Sí,
S00618,U00618,Premium,2025-05-02,,Activa,13.99,Sí,
S00619,U00619,Básico,2024-04-21,2025-05-31,Cancelada,6.99,No,Problemas técnicos
S00620,U00620,Estándar,2023-02-20,,Activa,9.99,Sí,
S00621,U00621,Básico,2025-05-14,2025-12-20,Cancelada,6.99,No,Precio
S00622,U00622,Básico,2025-03-04,2025-09-17,Cancelada,6.99,No,Cambio a otra plataforma
S00623,U00623,Estándar,2025-01-10,,Activa,9.99,Sí,
S00624,U00624,Básico,2025-03-09,2025-06-28,Cancelada,6.99,No,Precio
S00625,U00625,Básico,2025-11-09,,Activa,6.99,Sí,
S00626,U00626,Premium,2025-07-22,,Activa,13.99,Sí,
S00627,U00627,Premium,2023-02-21,2025-08-31,Cancelada,13.99,Sí,Cambio a otra plataforma
S00628,U00628,Premium,2023-06-01,,Activa,13.99,Sí,
S00629,U00629,Estándar,2024-05-19,,Activa,9.99,Sí,
S00630,U00630,Básico,2023-11-10,2025-04-16,Cancelada,6.99,No,Poco uso
S00631,U00631,Básico,2023-07-03,2025-06-15,Cancelada,6.99,No,Contenido insuficiente
S00632,U00632,Estándar,2025-08-03,2025-11-08,Cancelada,9.99,Sí,Precio
S00633,U00633,Premium,2023-08-23,,Activa,13.99,Sí,
S00634,U00634,Premium,2025-10-17,,Activa,13.99,Sí,
S00635,U00635,Básico,2023-04-11,,Activa,6.99,Sí,
S00636,U00636,Premium,2024-06-09,,Activa,13.99,Sí,
S00637,U00637,Estándar,2025-03-08,,Activa,9.99,Sí,
S00638,U00638,Básico,2024-03-02,,Activa,6.99,Sí,
S00639,U00639,Básico,2025-05-06,,Activa,6.99,Sí,
S00640,U00640,Estándar,2025-04-17,,Activa,9.99,Sí,
S00641,U00641,Estándar,2024-11-22,,Activa,9.99,Sí,
S00642,U00642,Básico,2024-08-18,,Activa,6.99,Sí,
S00643,U00643,Estándar,2023-04-20,,Activa,9.99,Sí,
S00644,U00644,Premium,2025-08-28,,Activa,13.99,Sí,
S00645,U00645,Premium,2023-09-23,,Activa,13.99,Sí,
S00646,U00646,Estándar,2023-03-15,,Activa,9.99,Sí,
S00647,U00647,Estándar,2025-11-04,,Activa,9.99,Sí,
S00648,U00648,Estándar,2024-06-06,,Activa,9.99,Sí,
S00649,U00649,Estándar,2024-12-15,,Activa,9.99,Sí,
S00650,U00650,Premium,2023-04-24,,Activa,13.99,Sí,
S00651,U00651,Estándar,2024-12-28,,Activa,9.99,Sí,
S00652,U00652,Estándar,2024-05-02,2025-08-30,Cancelada,9.99,No,Poco uso
S00653,U00653,Premium,2024-07-27,2025-10-07,Cancelada,13.99,No,Contenido insuficiente
S00654,U00654,Estándar,2023-08-02,,Activa,9.99,Sí,
S00655,U00655,Básico,2023-07-26,2025-09-02,Cancelada,6.99,No,Problemas técnicos
S00656,U00656,Básico,2024-03-24,,Activa,6.99,Sí,
S00657,U00657,Básico,2025-08-12,2025-12-02,Cancelada,6.99,No,Cambio a otra plataforma
S00658,U00658,Básico,2023-05-08,,Activa,6.99,Sí,
S00659,U00659,Básico,2023-03-19,,Activa,6.99,Sí,
S00660,U00660,Básico,2025-09-25,,Activa,6.99,Sí,
S00661,U00661,Premium,2023-08-15,,Activa,13.99,Sí,
S00662,U00662,Básico,2025-03-02,2025-07-30,Cancelada,6.99,No,Contenido insuficiente
S00663,U00663,Básico,2023-10-14,2025-05-04,Cancelada,6.99,Sí,Precio
S00664,U00664,Premium,2024-10-31,,Activa,13.99,Sí,
S00665,U00665,Básico,2024-03-29,2025-05-26,Cancelada,6.99,Sí,Otro
S00666,U00666,Estándar,2024-04-11,2025-12-05,Cancelada,9.99,Sí,Problemas técnicos
S00667,U00667,Estándar,2024-08-20,,Activa,9.99,Sí,
S00668,U00668,Básico,2023-05-30,,Activa,6.99,Sí,
S00669,U00669,Estándar,2025-08-21,,Activa,9.99,Sí,
S00670,U00670,Estándar,2023-02-27,,Activa,9.99,Sí,
S00671,U00671,Estándar,2025-05-11,,Activa,9.99,Sí,
S00672,U00672,Premium,2025-09-17,,Activa,13.99,Sí,
S00673,U00673,Básico,2024-03-08,,Activa,6.99,Sí,
S00674,U00674,Estándar,2025-08-22,,Activa,9.99,Sí,
S00675,U00675,Básico,2025-06-29,2025-12-20,Cancelada,6.99,No,Cambio a otra plataforma
S00676,U00676,Estándar,2024-03-21,2025-03-17,Cancelada,9.99,Sí,Cambio a otra plataforma
S00677,U00677,Estándar,2024-05-05,,Activa,9.99,Sí,
S00678,U00678,Básico,2023-06-08,2025-05-24,Cancelada,6.99,Sí,Precio
S00679,U00679,Básico,2024-05-07,,Activa,6.99,Sí,
S00680,U00680,Básico,2023-09-29,,Activa,6.99,Sí,
S00681,U00681,Básico,2024-06-12,2025-10-01,Cancelada,6.99,No,Precio
S00682,U00682,Básico,2023-06-26,,Activa,6.99,Sí,
S00683,U00683,Básico,2025-09-21,,Activa,6.99,Sí,
S00684,U00684,Básico,2025-06-02,,Activa,6.99,Sí,
S00685,U00685,Básico,2024-09-08,,Activa,6.99,Sí,
S00686,U00686,Estándar,2024-02-09,,Activa,9.99,Sí,
S00687,U00687,Básico,2024-05-03,,Activa,6.99,Sí,
S00688,U00688,Estándar,2024-10-20,,Activa,9.99,Sí,
S00689,U00689,Estándar,2024-04-03,,Activa,9.99,Sí,
S00690,U00690,Premium,2023-07-23,,Activa,13.99,Sí,
S00691,U00691,Básico,2025-11-19,,Activa,6.99,Sí,
S00692,U00692,Estándar,2025-04-13,,Activa,9.99,Sí,
S00693,U00693,Básico,2025-06-22,2025-11-05,Cancelada,6.99,No,Contenido insuficiente
S00694,U00694,Estándar,2024-06-22,2025-03-06,Cancelada,9.99,No,Precio
S00695,U00695,Estándar,2025-05-25,,Activa,9.99,Sí,
S00696,U00696,Premium,2025-03-10,,Activa,13.99,Sí,
S00697,U00697,Estándar,2024-04-14,,Activa,9.99,Sí,
S00698,U00698,Premium,2025-08-05,,Activa,13.99,Sí,
S00699,U00699,Estándar,2023-10-04,,Activa,9.99,Sí,
S00700,U00700,Premium,2025-10-21,2025-12-08,Cancelada,13.99,No,Poco uso
S00701,U00701,Estándar,2024-01-01,,Activa,9.99,Sí,
S00702,U00702,Estándar,2023-08-01,2025-05-19,Cancelada,9.99,No,Precio
S00703,U00703,Básico,2025-10-11,,Activa,6.99,Sí,
S00704,U00704,Básico,2025-07-18,,Activa,6.99,Sí,
S00705,U00705,Estándar,2023-07-08,,Activa,9.99,Sí,
S00706,U00706,Básico,2024-03-25,,Activa,6.99,Sí,
S00707,U00707,Básico,2025-07-07,2025-09-20,Cancelada,6.99,No,Precio
S00708,U00708,Básico,2023-05-16,,Activa,6.99,Sí,
S00709,U00709,Básico,2024-08-28,2025-08-24,Cancelada,6.99,No,Cambio a otra plataforma
S00710,U00710,Estándar,2025-08-18,,Activa,9.99,Sí,
S00711,U00711,Estándar,2025-06-13,,Activa,9.99,Sí,
S00712,U00712,Básico,2025-04-03,,Activa,6.99,Sí,
S00713,U00713,Básico,2023-10-24,2025-03-06,Cancelada,6.99,No,Contenido insuficiente
S00714,U00714,Básico,2024-06-18,,Activa,6.99,Sí,
S00715,U00715,Premium,2023-12-26,,Activa,13.99,Sí,
S00716,U00716,Básico,2024-03-03,2025-10-01,Cancelada,6.99,No,Precio
S00717,U00717,Estándar,2025-08-05,2025-10-25,Cancelada,9.99,No,Poco uso
S00718,U00718,Premium,2024-05-05,,Activa,13.99,Sí,
S00719,U00719,Estándar,2023-06-14,,Activa,9.99,Sí,
S00720,U00720,Básico,2024-08-23,,Activa,6.99,Sí,
S00721,U00721,Básico,2024-06-12,,Activa,6.99,Sí,
S00722,U00722,Premium,2023-05-20,,Activa,13.99,Sí,
S00723,U00723,Estándar,2024-11-06,,Activa,9.99,Sí,
S00724,U00724,Básico,2024-04-03,2025-06-16,Cancelada,6.99,No,Poco uso
S00725,U00725,Estándar,2023-06-10,,Activa,9.99,Sí,
S00726,U00726,Estándar,2023-02-24,2025-08-06,Cancelada,9.99,No,Poco uso
S00727,U00727,Estándar,2025-04-17,2025-08-12,Cancelada,9.99,Sí,Precio
S00728,U00728,Estándar,2023-07-26,2025-10-21,Cancelada,9.99,No,Poco uso
S00729,U00729,Básico,2024-08-23,2025-05-24,Cancelada,6.99,No,Contenido insuficiente
S00730,U00730,Básico,2023-11-30,,Activa,6.99,Sí,
S00731,U00731,Estándar,2024-05-02,,Activa,9.99,Sí,
S00732,U00732,Estándar,2024-12-15,,Activa,9.99,Sí,
S00733,U00733,Estándar,2023-10-29,,Activa,9.99,Sí,
S00734,U00734,Estándar,2023-11-24,,Activa,9.99,Sí,
S00735,U00735,Básico,2025-03-05,2025-12-20,Cancelada,6.99,No,Poco uso
S00736,U00736,Básico,2024-07-12,,Activa,6.99,Sí,
S00737,U00737,Básico,2025-02-10,,Activa,6.99,Sí,
S00738,U00738,Estándar,2025-03-07,,Activa,9.99,Sí,
S00739,U00739,Estándar,2025-06-11,,Activa,9.99,Sí,
S00740,U00740,Estándar,2023-11-02,,Activa,9.99,Sí,
S00741,U00741,Premium,2024-07-20,,Activa,13.99,Sí,
S00742,U00742,Básico,2024-11-19,2025-06-29,Cancelada,6.99,Sí,Contenido insuficiente
S00743,U00743,Básico,2025-04-04,,Activa,6.99,Sí,
S00744,U00744,Básico,2023-10-29,,Activa,6.99,Sí,
S00745,U00745,Estándar,2023-07-15,2025-02-02,Cancelada,9.99,No,Problemas técnicos
S00746,U00746,Básico,2025-04-28,2025-12-13,Cancelada,6.99,No,Precio
S00747,U00747,Estándar,2024-09-24,2025-10-26,Cancelada,9.99,No,Poco uso
S00748,U00748,Básico,2025-06-28,,Activa,6.99,Sí,
S00749,U00749,Estándar,2023-06-21,,Activa,9.99,Sí,
S00750,U00750,Básico,2023-07-11,,Activa,6.99,Sí,
S00751,U00751,Básico,2025-07-24,2025-11-11,Cancelada,6.99,No,Cambio a otra plataforma
S00752,U00752,Estándar,2025-01-20,2025-11-13,Cancelada,9.99,No,Cambio a otra plataforma
